id,Predicted Likes
44083,"low: (0, 3]"
44084,"low: (0, 3]"
44085,"low: (0, 3]"
44086,"low: (0, 3]"
44087,"low: (0, 3]"
44088,"low: (0, 3]"
44089,"low: (0, 3]"
44090,"low: (0, 3]"
44091,"low: (0, 3]"
44092,"low: (0, 3]"
44093,"normal: (3, 26]"
44094,"low: (0, 3]"
44095,"low: (0, 3]"
44096,"normal: (3, 26]"
44097,"low: (0, 3]"
44098,"low: (0, 3]"
44099,"low: (0, 3]"
44100,"low: (0, 3]"
44101,"low: (0, 3]"
44102,"high: (26, 233]"
44103,"normal: (3, 26]"
44104,"normal: (3, 26]"
44105,"low: (0, 3]"
44106,"low: (0, 3]"
44107,"low: (0, 3]"
44108,"low: (0, 3]"
44109,"low: (0, 3]"
44110,"low: (0, 3]"
44111,"low: (0, 3]"
44112,"low: (0, 3]"
44113,"high: (26, 233]"
44114,"low: (0, 3]"
44115,"low: (0, 3]"
44116,"low: (0, 3]"
44117,"low: (0, 3]"
44118,"low: (0, 3]"
44119,"low: (0, 3]"
44120,"low: (0, 3]"
44121,"low: (0, 3]"
44122,"low: (0, 3]"
44123,"low: (0, 3]"
44124,"low: (0, 3]"
44125,"low: (0, 3]"
44126,"low: (0, 3]"
44127,"low: (0, 3]"
44128,"low: (0, 3]"
44129,"low: (0, 3]"
44130,"low: (0, 3]"
44131,"low: (0, 3]"
44132,"low: (0, 3]"
44133,"low: (0, 3]"
44134,"low: (0, 3]"
44135,"low: (0, 3]"
44136,"low: (0, 3]"
44137,"low: (0, 3]"
44138,"low: (0, 3]"
44139,"low: (0, 3]"
44140,"low: (0, 3]"
44141,"low: (0, 3]"
44142,"normal: (3, 26]"
44143,"normal: (3, 26]"
44144,"low: (0, 3]"
44145,"low: (0, 3]"
44146,"low: (0, 3]"
44147,"normal: (3, 26]"
44148,"low: (0, 3]"
44149,"low: (0, 3]"
44150,"low: (0, 3]"
44151,"normal: (3, 26]"
44152,"low: (0, 3]"
44153,"low: (0, 3]"
44154,"low: (0, 3]"
44155,"low: (0, 3]"
44156,"low: (0, 3]"
44157,"low: (0, 3]"
44158,"low: (0, 3]"
44159,"low: (0, 3]"
44160,"low: (0, 3]"
44161,"low: (0, 3]"
44162,"low: (0, 3]"
44163,"low: (0, 3]"
44164,"low: (0, 3]"
44165,"low: (0, 3]"
44166,"low: (0, 3]"
44167,"low: (0, 3]"
44168,"low: (0, 3]"
44169,"low: (0, 3]"
44170,"low: (0, 3]"
44171,"low: (0, 3]"
44172,"low: (0, 3]"
44173,"low: (0, 3]"
44174,"low: (0, 3]"
44175,"low: (0, 3]"
44176,"low: (0, 3]"
44177,"low: (0, 3]"
44178,"low: (0, 3]"
44179,"low: (0, 3]"
44180,"low: (0, 3]"
44181,"low: (0, 3]"
44182,"low: (0, 3]"
44183,"low: (0, 3]"
44184,"low: (0, 3]"
44185,"low: (0, 3]"
44186,"normal: (3, 26]"
44187,"low: (0, 3]"
44188,"low: (0, 3]"
44189,"low: (0, 3]"
44190,"low: (0, 3]"
44191,"low: (0, 3]"
44192,"low: (0, 3]"
44193,"low: (0, 3]"
44194,"high: (26, 233]"
44195,"normal: (3, 26]"
44196,"low: (0, 3]"
44197,"high: (26, 233]"
44198,"low: (0, 3]"
44199,"low: (0, 3]"
44200,"low: (0, 3]"
44201,"low: (0, 3]"
44202,"low: (0, 3]"
44203,"low: (0, 3]"
44204,"low: (0, 3]"
44205,"low: (0, 3]"
44206,"low: (0, 3]"
44207,"low: (0, 3]"
44208,"low: (0, 3]"
44209,"low: (0, 3]"
44210,"low: (0, 3]"
44211,"low: (0, 3]"
44212,"low: (0, 3]"
44213,"low: (0, 3]"
44214,"high: (26, 233]"
44215,"low: (0, 3]"
44216,"low: (0, 3]"
44217,"normal: (3, 26]"
44218,"low: (0, 3]"
44219,"low: (0, 3]"
44220,"normal: (3, 26]"
44221,"low: (0, 3]"
44222,"low: (0, 3]"
44223,"low: (0, 3]"
44224,"low: (0, 3]"
44225,"low: (0, 3]"
44226,"high: (26, 233]"
44227,"low: (0, 3]"
44228,"low: (0, 3]"
44229,"low: (0, 3]"
44230,"low: (0, 3]"
44231,"normal: (3, 26]"
44232,"low: (0, 3]"
44233,"low: (0, 3]"
44234,"low: (0, 3]"
44235,"low: (0, 3]"
44236,"famous: (233, 4997]"
44237,"low: (0, 3]"
44238,"low: (0, 3]"
44239,"low: (0, 3]"
44240,"low: (0, 3]"
44241,"low: (0, 3]"
44242,"low: (0, 3]"
44243,"normal: (3, 26]"
44244,"low: (0, 3]"
44245,"low: (0, 3]"
44246,"low: (0, 3]"
44247,"low: (0, 3]"
44248,"low: (0, 3]"
44249,"low: (0, 3]"
44250,"low: (0, 3]"
44251,"low: (0, 3]"
44252,"low: (0, 3]"
44253,"low: (0, 3]"
44254,"low: (0, 3]"
44255,"low: (0, 3]"
44256,"low: (0, 3]"
44257,"low: (0, 3]"
44258,"normal: (3, 26]"
44259,"low: (0, 3]"
44260,"low: (0, 3]"
44261,"high: (26, 233]"
44262,"normal: (3, 26]"
44263,"low: (0, 3]"
44264,"normal: (3, 26]"
44265,"low: (0, 3]"
44266,"low: (0, 3]"
44267,"low: (0, 3]"
44268,"low: (0, 3]"
44269,"low: (0, 3]"
44270,"high: (26, 233]"
44271,"low: (0, 3]"
44272,"normal: (3, 26]"
44273,"low: (0, 3]"
44274,"low: (0, 3]"
44275,"high: (26, 233]"
44276,"low: (0, 3]"
44277,"low: (0, 3]"
44278,"low: (0, 3]"
44279,"low: (0, 3]"
44280,"low: (0, 3]"
44281,"low: (0, 3]"
44282,"low: (0, 3]"
44283,"low: (0, 3]"
44284,"high: (26, 233]"
44285,"low: (0, 3]"
44286,"low: (0, 3]"
44287,"low: (0, 3]"
44288,"normal: (3, 26]"
44289,"low: (0, 3]"
44290,"normal: (3, 26]"
44291,"low: (0, 3]"
44292,"low: (0, 3]"
44293,"low: (0, 3]"
44294,"low: (0, 3]"
44295,"low: (0, 3]"
44296,"normal: (3, 26]"
44297,"low: (0, 3]"
44298,"low: (0, 3]"
44299,"low: (0, 3]"
44300,"low: (0, 3]"
44301,"low: (0, 3]"
44302,"low: (0, 3]"
44303,"low: (0, 3]"
44304,"low: (0, 3]"
44305,"low: (0, 3]"
44306,"normal: (3, 26]"
44307,"low: (0, 3]"
44308,"low: (0, 3]"
44309,"low: (0, 3]"
44310,"low: (0, 3]"
44311,"low: (0, 3]"
44312,"low: (0, 3]"
44313,"low: (0, 3]"
44314,"low: (0, 3]"
44315,"low: (0, 3]"
44316,"normal: (3, 26]"
44317,"high: (26, 233]"
44318,"low: (0, 3]"
44319,"low: (0, 3]"
44320,"low: (0, 3]"
44321,"low: (0, 3]"
44322,"low: (0, 3]"
44323,"low: (0, 3]"
44324,"low: (0, 3]"
44325,"low: (0, 3]"
44326,"low: (0, 3]"
44327,"normal: (3, 26]"
44328,"low: (0, 3]"
44329,"low: (0, 3]"
44330,"low: (0, 3]"
44331,"low: (0, 3]"
44332,"low: (0, 3]"
44333,"normal: (3, 26]"
44334,"low: (0, 3]"
44335,"low: (0, 3]"
44336,"low: (0, 3]"
44337,"low: (0, 3]"
44338,"low: (0, 3]"
44339,"low: (0, 3]"
44340,"high: (26, 233]"
44341,"low: (0, 3]"
44342,"normal: (3, 26]"
44343,"normal: (3, 26]"
44344,"low: (0, 3]"
44345,"low: (0, 3]"
44346,"low: (0, 3]"
44347,"low: (0, 3]"
44348,"normal: (3, 26]"
44349,"low: (0, 3]"
44350,"low: (0, 3]"
44351,"low: (0, 3]"
44352,"low: (0, 3]"
44353,"low: (0, 3]"
44354,"low: (0, 3]"
44355,"low: (0, 3]"
44356,"low: (0, 3]"
44357,"normal: (3, 26]"
44358,"low: (0, 3]"
44359,"normal: (3, 26]"
44360,"low: (0, 3]"
44361,"low: (0, 3]"
44362,"low: (0, 3]"
44363,"normal: (3, 26]"
44364,"low: (0, 3]"
44365,"normal: (3, 26]"
44366,"low: (0, 3]"
44367,"low: (0, 3]"
44368,"low: (0, 3]"
44369,"high: (26, 233]"
44370,"low: (0, 3]"
44371,"low: (0, 3]"
44372,"low: (0, 3]"
44373,"low: (0, 3]"
44374,"low: (0, 3]"
44375,"normal: (3, 26]"
44376,"low: (0, 3]"
44377,"low: (0, 3]"
44378,"low: (0, 3]"
44379,"low: (0, 3]"
44380,"low: (0, 3]"
44381,"low: (0, 3]"
44382,"low: (0, 3]"
44383,"normal: (3, 26]"
44384,"low: (0, 3]"
44385,"low: (0, 3]"
44386,"low: (0, 3]"
44387,"low: (0, 3]"
44388,"low: (0, 3]"
44389,"low: (0, 3]"
44390,"low: (0, 3]"
44391,"famous: (233, 4997]"
44392,"low: (0, 3]"
44393,"low: (0, 3]"
44394,"low: (0, 3]"
44395,"low: (0, 3]"
44396,"low: (0, 3]"
44397,"low: (0, 3]"
44398,"low: (0, 3]"
44399,"low: (0, 3]"
44400,"low: (0, 3]"
44401,"low: (0, 3]"
44402,"low: (0, 3]"
44403,"normal: (3, 26]"
44404,"low: (0, 3]"
44405,"low: (0, 3]"
44406,"low: (0, 3]"
44407,"low: (0, 3]"
44408,"low: (0, 3]"
44409,"low: (0, 3]"
44410,"low: (0, 3]"
44411,"low: (0, 3]"
44412,"low: (0, 3]"
44413,"low: (0, 3]"
44414,"low: (0, 3]"
44415,"low: (0, 3]"
44416,"low: (0, 3]"
44417,"low: (0, 3]"
44418,"low: (0, 3]"
44419,"low: (0, 3]"
44420,"low: (0, 3]"
44421,"low: (0, 3]"
44422,"low: (0, 3]"
44423,"low: (0, 3]"
44424,"low: (0, 3]"
44425,"low: (0, 3]"
44426,"low: (0, 3]"
44427,"low: (0, 3]"
44428,"low: (0, 3]"
44429,"low: (0, 3]"
44430,"low: (0, 3]"
44431,"low: (0, 3]"
44432,"low: (0, 3]"
44433,"low: (0, 3]"
44434,"low: (0, 3]"
44435,"normal: (3, 26]"
44436,"low: (0, 3]"
44437,"low: (0, 3]"
44438,"normal: (3, 26]"
44439,"low: (0, 3]"
44440,"low: (0, 3]"
44441,"low: (0, 3]"
44442,"low: (0, 3]"
44443,"low: (0, 3]"
44444,"low: (0, 3]"
44445,"low: (0, 3]"
44446,"low: (0, 3]"
44447,"low: (0, 3]"
44448,"low: (0, 3]"
44449,"low: (0, 3]"
44450,"low: (0, 3]"
44451,"low: (0, 3]"
44452,"low: (0, 3]"
44453,"low: (0, 3]"
44454,"low: (0, 3]"
44455,"low: (0, 3]"
44456,"low: (0, 3]"
44457,"normal: (3, 26]"
44458,"famous: (233, 4997]"
44459,"normal: (3, 26]"
44460,"low: (0, 3]"
44461,"low: (0, 3]"
44462,"low: (0, 3]"
44463,"low: (0, 3]"
44464,"low: (0, 3]"
44465,"low: (0, 3]"
44466,"low: (0, 3]"
44467,"low: (0, 3]"
44468,"low: (0, 3]"
44469,"low: (0, 3]"
44470,"low: (0, 3]"
44471,"low: (0, 3]"
44472,"low: (0, 3]"
44473,"low: (0, 3]"
44474,"low: (0, 3]"
44475,"low: (0, 3]"
44476,"low: (0, 3]"
44477,"low: (0, 3]"
44478,"normal: (3, 26]"
44479,"low: (0, 3]"
44480,"low: (0, 3]"
44481,"high: (26, 233]"
44482,"low: (0, 3]"
44483,"high: (26, 233]"
44484,"normal: (3, 26]"
44485,"low: (0, 3]"
44486,"low: (0, 3]"
44487,"low: (0, 3]"
44488,"low: (0, 3]"
44489,"low: (0, 3]"
44490,"low: (0, 3]"
44491,"low: (0, 3]"
44492,"high: (26, 233]"
44493,"low: (0, 3]"
44494,"low: (0, 3]"
44495,"low: (0, 3]"
44496,"low: (0, 3]"
44497,"low: (0, 3]"
44498,"low: (0, 3]"
44499,"normal: (3, 26]"
44500,"famous: (233, 4997]"
44501,"low: (0, 3]"
44502,"low: (0, 3]"
44503,"low: (0, 3]"
44504,"low: (0, 3]"
44505,"low: (0, 3]"
44506,"low: (0, 3]"
44507,"low: (0, 3]"
44508,"low: (0, 3]"
44509,"low: (0, 3]"
44510,"low: (0, 3]"
44511,"low: (0, 3]"
44512,"low: (0, 3]"
44513,"low: (0, 3]"
44514,"normal: (3, 26]"
44515,"low: (0, 3]"
44516,"low: (0, 3]"
44517,"low: (0, 3]"
44518,"low: (0, 3]"
44519,"low: (0, 3]"
44520,"low: (0, 3]"
44521,"low: (0, 3]"
44522,"low: (0, 3]"
44523,"low: (0, 3]"
44524,"low: (0, 3]"
44525,"low: (0, 3]"
44526,"low: (0, 3]"
44527,"low: (0, 3]"
44528,"low: (0, 3]"
44529,"low: (0, 3]"
44530,"low: (0, 3]"
44531,"normal: (3, 26]"
44532,"low: (0, 3]"
44533,"normal: (3, 26]"
44534,"low: (0, 3]"
44535,"low: (0, 3]"
44536,"low: (0, 3]"
44537,"low: (0, 3]"
44538,"low: (0, 3]"
44539,"normal: (3, 26]"
44540,"low: (0, 3]"
44541,"low: (0, 3]"
44542,"low: (0, 3]"
44543,"low: (0, 3]"
44544,"low: (0, 3]"
44545,"low: (0, 3]"
44546,"high: (26, 233]"
44547,"low: (0, 3]"
44548,"low: (0, 3]"
44549,"low: (0, 3]"
44550,"low: (0, 3]"
44551,"low: (0, 3]"
44552,"low: (0, 3]"
44553,"low: (0, 3]"
44554,"low: (0, 3]"
44555,"normal: (3, 26]"
44556,"low: (0, 3]"
44557,"normal: (3, 26]"
44558,"low: (0, 3]"
44559,"low: (0, 3]"
44560,"low: (0, 3]"
44561,"low: (0, 3]"
44562,"low: (0, 3]"
44563,"low: (0, 3]"
44564,"low: (0, 3]"
44565,"low: (0, 3]"
44566,"low: (0, 3]"
44567,"normal: (3, 26]"
44568,"normal: (3, 26]"
44569,"low: (0, 3]"
44570,"high: (26, 233]"
44571,"low: (0, 3]"
44572,"low: (0, 3]"
44573,"low: (0, 3]"
44574,"low: (0, 3]"
44575,"low: (0, 3]"
44576,"low: (0, 3]"
44577,"low: (0, 3]"
44578,"low: (0, 3]"
44579,"low: (0, 3]"
44580,"low: (0, 3]"
44581,"low: (0, 3]"
44582,"low: (0, 3]"
44583,"low: (0, 3]"
44584,"low: (0, 3]"
44585,"low: (0, 3]"
44586,"low: (0, 3]"
44587,"low: (0, 3]"
44588,"normal: (3, 26]"
44589,"famous: (233, 4997]"
44590,"normal: (3, 26]"
44591,"low: (0, 3]"
44592,"low: (0, 3]"
44593,"normal: (3, 26]"
44594,"low: (0, 3]"
44595,"low: (0, 3]"
44596,"low: (0, 3]"
44597,"low: (0, 3]"
44598,"low: (0, 3]"
44599,"low: (0, 3]"
44600,"low: (0, 3]"
44601,"low: (0, 3]"
44602,"low: (0, 3]"
44603,"high: (26, 233]"
44604,"low: (0, 3]"
44605,"low: (0, 3]"
44606,"normal: (3, 26]"
44607,"low: (0, 3]"
44608,"low: (0, 3]"
44609,"low: (0, 3]"
44610,"normal: (3, 26]"
44611,"low: (0, 3]"
44612,"low: (0, 3]"
44613,"low: (0, 3]"
44614,"low: (0, 3]"
44615,"normal: (3, 26]"
44616,"normal: (3, 26]"
44617,"low: (0, 3]"
44618,"low: (0, 3]"
44619,"low: (0, 3]"
44620,"low: (0, 3]"
44621,"low: (0, 3]"
44622,"low: (0, 3]"
44623,"normal: (3, 26]"
44624,"low: (0, 3]"
44625,"low: (0, 3]"
44626,"low: (0, 3]"
44627,"low: (0, 3]"
44628,"low: (0, 3]"
44629,"low: (0, 3]"
44630,"low: (0, 3]"
44631,"high: (26, 233]"
44632,"low: (0, 3]"
44633,"high: (26, 233]"
44634,"low: (0, 3]"
44635,"low: (0, 3]"
44636,"low: (0, 3]"
44637,"low: (0, 3]"
44638,"low: (0, 3]"
44639,"low: (0, 3]"
44640,"low: (0, 3]"
44641,"low: (0, 3]"
44642,"high: (26, 233]"
44643,"low: (0, 3]"
44644,"low: (0, 3]"
44645,"low: (0, 3]"
44646,"normal: (3, 26]"
44647,"low: (0, 3]"
44648,"low: (0, 3]"
44649,"low: (0, 3]"
44650,"low: (0, 3]"
44651,"low: (0, 3]"
44652,"low: (0, 3]"
44653,"low: (0, 3]"
44654,"low: (0, 3]"
44655,"low: (0, 3]"
44656,"low: (0, 3]"
44657,"low: (0, 3]"
44658,"low: (0, 3]"
44659,"low: (0, 3]"
44660,"normal: (3, 26]"
44661,"low: (0, 3]"
44662,"low: (0, 3]"
44663,"low: (0, 3]"
44664,"low: (0, 3]"
44665,"normal: (3, 26]"
44666,"low: (0, 3]"
44667,"normal: (3, 26]"
44668,"low: (0, 3]"
44669,"low: (0, 3]"
44670,"high: (26, 233]"
44671,"low: (0, 3]"
44672,"low: (0, 3]"
44673,"high: (26, 233]"
44674,"low: (0, 3]"
44675,"low: (0, 3]"
44676,"low: (0, 3]"
44677,"low: (0, 3]"
44678,"low: (0, 3]"
44679,"low: (0, 3]"
44680,"low: (0, 3]"
44681,"low: (0, 3]"
44682,"normal: (3, 26]"
44683,"high: (26, 233]"
44684,"low: (0, 3]"
44685,"normal: (3, 26]"
44686,"low: (0, 3]"
44687,"high: (26, 233]"
44688,"low: (0, 3]"
44689,"low: (0, 3]"
44690,"low: (0, 3]"
44691,"low: (0, 3]"
44692,"low: (0, 3]"
44693,"low: (0, 3]"
44694,"low: (0, 3]"
44695,"low: (0, 3]"
44696,"low: (0, 3]"
44697,"low: (0, 3]"
44698,"low: (0, 3]"
44699,"low: (0, 3]"
44700,"low: (0, 3]"
44701,"low: (0, 3]"
44702,"low: (0, 3]"
44703,"low: (0, 3]"
44704,"low: (0, 3]"
44705,"low: (0, 3]"
44706,"low: (0, 3]"
44707,"normal: (3, 26]"
44708,"low: (0, 3]"
44709,"low: (0, 3]"
44710,"low: (0, 3]"
44711,"low: (0, 3]"
44712,"low: (0, 3]"
44713,"normal: (3, 26]"
44714,"low: (0, 3]"
44715,"low: (0, 3]"
44716,"low: (0, 3]"
44717,"normal: (3, 26]"
44718,"low: (0, 3]"
44719,"low: (0, 3]"
44720,"low: (0, 3]"
44721,"low: (0, 3]"
44722,"low: (0, 3]"
44723,"low: (0, 3]"
44724,"low: (0, 3]"
44725,"normal: (3, 26]"
44726,"low: (0, 3]"
44727,"low: (0, 3]"
44728,"low: (0, 3]"
44729,"low: (0, 3]"
44730,"low: (0, 3]"
44731,"low: (0, 3]"
44732,"low: (0, 3]"
44733,"low: (0, 3]"
44734,"high: (26, 233]"
44735,"low: (0, 3]"
44736,"low: (0, 3]"
44737,"low: (0, 3]"
44738,"low: (0, 3]"
44739,"low: (0, 3]"
44740,"normal: (3, 26]"
44741,"low: (0, 3]"
44742,"low: (0, 3]"
44743,"low: (0, 3]"
44744,"normal: (3, 26]"
44745,"low: (0, 3]"
44746,"low: (0, 3]"
44747,"low: (0, 3]"
44748,"low: (0, 3]"
44749,"low: (0, 3]"
44750,"low: (0, 3]"
44751,"normal: (3, 26]"
44752,"low: (0, 3]"
44753,"low: (0, 3]"
44754,"low: (0, 3]"
44755,"low: (0, 3]"
44756,"low: (0, 3]"
44757,"normal: (3, 26]"
44758,"low: (0, 3]"
44759,"low: (0, 3]"
44760,"low: (0, 3]"
44761,"low: (0, 3]"
44762,"low: (0, 3]"
44763,"normal: (3, 26]"
44764,"normal: (3, 26]"
44765,"low: (0, 3]"
44766,"low: (0, 3]"
44767,"normal: (3, 26]"
44768,"normal: (3, 26]"
44769,"low: (0, 3]"
44770,"low: (0, 3]"
44771,"low: (0, 3]"
44772,"low: (0, 3]"
44773,"low: (0, 3]"
44774,"low: (0, 3]"
44775,"low: (0, 3]"
44776,"high: (26, 233]"
44777,"low: (0, 3]"
44778,"low: (0, 3]"
44779,"normal: (3, 26]"
44780,"low: (0, 3]"
44781,"low: (0, 3]"
44782,"normal: (3, 26]"
44783,"low: (0, 3]"
44784,"low: (0, 3]"
44785,"low: (0, 3]"
44786,"normal: (3, 26]"
44787,"low: (0, 3]"
44788,"low: (0, 3]"
44789,"low: (0, 3]"
44790,"low: (0, 3]"
44791,"low: (0, 3]"
44792,"normal: (3, 26]"
44793,"low: (0, 3]"
44794,"low: (0, 3]"
44795,"low: (0, 3]"
44796,"low: (0, 3]"
44797,"low: (0, 3]"
44798,"low: (0, 3]"
44799,"low: (0, 3]"
44800,"low: (0, 3]"
44801,"low: (0, 3]"
44802,"low: (0, 3]"
44803,"low: (0, 3]"
44804,"low: (0, 3]"
44805,"low: (0, 3]"
44806,"low: (0, 3]"
44807,"normal: (3, 26]"
44808,"low: (0, 3]"
44809,"low: (0, 3]"
44810,"low: (0, 3]"
44811,"low: (0, 3]"
44812,"low: (0, 3]"
44813,"low: (0, 3]"
44814,"low: (0, 3]"
44815,"low: (0, 3]"
44816,"low: (0, 3]"
44817,"low: (0, 3]"
44818,"low: (0, 3]"
44819,"low: (0, 3]"
44820,"low: (0, 3]"
44821,"normal: (3, 26]"
44822,"normal: (3, 26]"
44823,"low: (0, 3]"
44824,"low: (0, 3]"
44825,"low: (0, 3]"
44826,"low: (0, 3]"
44827,"normal: (3, 26]"
44828,"low: (0, 3]"
44829,"low: (0, 3]"
44830,"low: (0, 3]"
44831,"low: (0, 3]"
44832,"low: (0, 3]"
44833,"normal: (3, 26]"
44834,"low: (0, 3]"
44835,"low: (0, 3]"
44836,"low: (0, 3]"
44837,"low: (0, 3]"
44838,"normal: (3, 26]"
44839,"low: (0, 3]"
44840,"low: (0, 3]"
44841,"normal: (3, 26]"
44842,"low: (0, 3]"
44843,"low: (0, 3]"
44844,"low: (0, 3]"
44845,"low: (0, 3]"
44846,"low: (0, 3]"
44847,"low: (0, 3]"
44848,"low: (0, 3]"
44849,"low: (0, 3]"
44850,"low: (0, 3]"
44851,"low: (0, 3]"
44852,"low: (0, 3]"
44853,"low: (0, 3]"
44854,"low: (0, 3]"
44855,"low: (0, 3]"
44856,"low: (0, 3]"
44857,"normal: (3, 26]"
44858,"low: (0, 3]"
44859,"low: (0, 3]"
44860,"low: (0, 3]"
44861,"normal: (3, 26]"
44862,"low: (0, 3]"
44863,"low: (0, 3]"
44864,"low: (0, 3]"
44865,"low: (0, 3]"
44866,"low: (0, 3]"
44867,"low: (0, 3]"
44868,"low: (0, 3]"
44869,"low: (0, 3]"
44870,"normal: (3, 26]"
44871,"low: (0, 3]"
44872,"low: (0, 3]"
44873,"normal: (3, 26]"
44874,"low: (0, 3]"
44875,"low: (0, 3]"
44876,"low: (0, 3]"
44877,"normal: (3, 26]"
44878,"low: (0, 3]"
44879,"low: (0, 3]"
44880,"low: (0, 3]"
44881,"low: (0, 3]"
44882,"low: (0, 3]"
44883,"low: (0, 3]"
44884,"low: (0, 3]"
44885,"low: (0, 3]"
44886,"low: (0, 3]"
44887,"normal: (3, 26]"
44888,"low: (0, 3]"
44889,"low: (0, 3]"
44890,"low: (0, 3]"
44891,"normal: (3, 26]"
44892,"low: (0, 3]"
44893,"low: (0, 3]"
44894,"normal: (3, 26]"
44895,"low: (0, 3]"
44896,"normal: (3, 26]"
44897,"low: (0, 3]"
44898,"low: (0, 3]"
44899,"low: (0, 3]"
44900,"low: (0, 3]"
44901,"low: (0, 3]"
44902,"low: (0, 3]"
44903,"low: (0, 3]"
44904,"low: (0, 3]"
44905,"low: (0, 3]"
44906,"low: (0, 3]"
44907,"low: (0, 3]"
44908,"low: (0, 3]"
44909,"low: (0, 3]"
44910,"low: (0, 3]"
44911,"low: (0, 3]"
44912,"low: (0, 3]"
44913,"normal: (3, 26]"
44914,"low: (0, 3]"
44915,"low: (0, 3]"
44916,"low: (0, 3]"
44917,"low: (0, 3]"
44918,"normal: (3, 26]"
44919,"low: (0, 3]"
44920,"low: (0, 3]"
44921,"low: (0, 3]"
44922,"low: (0, 3]"
44923,"low: (0, 3]"
44924,"low: (0, 3]"
44925,"low: (0, 3]"
44926,"low: (0, 3]"
44927,"low: (0, 3]"
44928,"normal: (3, 26]"
44929,"low: (0, 3]"
44930,"low: (0, 3]"
44931,"low: (0, 3]"
44932,"low: (0, 3]"
44933,"normal: (3, 26]"
44934,"normal: (3, 26]"
44935,"low: (0, 3]"
44936,"low: (0, 3]"
44937,"normal: (3, 26]"
44938,"low: (0, 3]"
44939,"low: (0, 3]"
44940,"high: (26, 233]"
44941,"low: (0, 3]"
44942,"low: (0, 3]"
44943,"low: (0, 3]"
44944,"low: (0, 3]"
44945,"normal: (3, 26]"
44946,"low: (0, 3]"
44947,"low: (0, 3]"
44948,"low: (0, 3]"
44949,"low: (0, 3]"
44950,"low: (0, 3]"
44951,"low: (0, 3]"
44952,"low: (0, 3]"
44953,"low: (0, 3]"
44954,"low: (0, 3]"
44955,"low: (0, 3]"
44956,"low: (0, 3]"
44957,"low: (0, 3]"
44958,"normal: (3, 26]"
44959,"low: (0, 3]"
44960,"famous: (233, 4997]"
44961,"normal: (3, 26]"
44962,"low: (0, 3]"
44963,"normal: (3, 26]"
44964,"low: (0, 3]"
44965,"normal: (3, 26]"
44966,"low: (0, 3]"
44967,"low: (0, 3]"
44968,"low: (0, 3]"
44969,"low: (0, 3]"
44970,"low: (0, 3]"
44971,"low: (0, 3]"
44972,"low: (0, 3]"
44973,"low: (0, 3]"
44974,"low: (0, 3]"
44975,"low: (0, 3]"
44976,"low: (0, 3]"
44977,"low: (0, 3]"
44978,"low: (0, 3]"
44979,"low: (0, 3]"
44980,"low: (0, 3]"
44981,"low: (0, 3]"
44982,"low: (0, 3]"
44983,"low: (0, 3]"
44984,"normal: (3, 26]"
44985,"normal: (3, 26]"
44986,"low: (0, 3]"
44987,"low: (0, 3]"
44988,"low: (0, 3]"
44989,"low: (0, 3]"
44990,"low: (0, 3]"
44991,"low: (0, 3]"
44992,"low: (0, 3]"
44993,"low: (0, 3]"
44994,"low: (0, 3]"
44995,"normal: (3, 26]"
44996,"low: (0, 3]"
44997,"low: (0, 3]"
44998,"low: (0, 3]"
44999,"low: (0, 3]"
45000,"low: (0, 3]"
45001,"low: (0, 3]"
45002,"normal: (3, 26]"
45003,"low: (0, 3]"
45004,"low: (0, 3]"
45005,"normal: (3, 26]"
45006,"low: (0, 3]"
45007,"low: (0, 3]"
45008,"normal: (3, 26]"
45009,"low: (0, 3]"
45010,"low: (0, 3]"
45011,"low: (0, 3]"
45012,"low: (0, 3]"
45013,"low: (0, 3]"
45014,"normal: (3, 26]"
45015,"low: (0, 3]"
45016,"low: (0, 3]"
45017,"low: (0, 3]"
45018,"low: (0, 3]"
45019,"low: (0, 3]"
45020,"low: (0, 3]"
45021,"low: (0, 3]"
45022,"low: (0, 3]"
45023,"low: (0, 3]"
45024,"normal: (3, 26]"
45025,"normal: (3, 26]"
45026,"low: (0, 3]"
45027,"low: (0, 3]"
45028,"low: (0, 3]"
45029,"low: (0, 3]"
45030,"low: (0, 3]"
45031,"low: (0, 3]"
45032,"low: (0, 3]"
45033,"low: (0, 3]"
45034,"low: (0, 3]"
45035,"low: (0, 3]"
45036,"low: (0, 3]"
45037,"low: (0, 3]"
45038,"normal: (3, 26]"
45039,"low: (0, 3]"
45040,"low: (0, 3]"
45041,"low: (0, 3]"
45042,"low: (0, 3]"
45043,"low: (0, 3]"
45044,"low: (0, 3]"
45045,"low: (0, 3]"
45046,"low: (0, 3]"
45047,"low: (0, 3]"
45048,"low: (0, 3]"
45049,"low: (0, 3]"
45050,"low: (0, 3]"
45051,"low: (0, 3]"
45052,"low: (0, 3]"
45053,"low: (0, 3]"
45054,"low: (0, 3]"
45055,"low: (0, 3]"
45056,"low: (0, 3]"
45057,"normal: (3, 26]"
45058,"low: (0, 3]"
45059,"low: (0, 3]"
45060,"low: (0, 3]"
45061,"normal: (3, 26]"
45062,"low: (0, 3]"
45063,"low: (0, 3]"
45064,"low: (0, 3]"
45065,"low: (0, 3]"
45066,"low: (0, 3]"
45067,"low: (0, 3]"
45068,"low: (0, 3]"
45069,"low: (0, 3]"
45070,"low: (0, 3]"
45071,"low: (0, 3]"
