id,coordinates
69511,"(13.0801721, 80.2838331)"
69512,"(34.851354, -82.3984882)"
69513,
69514,"(48.3638583, 16.9747684)"
69522,"(43.0349931, -87.922497)"
69523,"(41.8755616, -87.6244212)"
69524,"(53.3497645, -6.2602732)"
69525,"(8.0300284, -1.0800271)"
69528,"(28.6141793, 77.2022662)"
69529,"(37.7884969, -122.3558473)"
69530,
69531,
69532,
69533,"(41.000028, 19.9999619)"
69534,"(43.8070754, 11.2946158)"
69535,"(22.3511148, 78.6677428)"
69536,"(32.5010188, -116.9646629)"
69537,"(32.333333, 69.75)"
69539,"(51.4815736, 11.970334)"
69540,"(46.603354, 1.8883335)"
69541,"(40.737599, -73.254814)"
69542,"(50.725562, -3.5269108)"
69546,"(53.5120412, -2.2434612)"
69547,"(53.4794892, -2.2451148)"
69549,
69550,"(34.2331373, -102.4107493)"
69551,"(41.000028, 19.9999619)"
69552,"(34.0536909, -118.2427666)"
69553,"(40.7127281, -74.0060152)"
69554,"(51.5156177, -0.0919983)"
69555,"(41.8755616, -87.6244212)"
69556,
69561,
69563,"(6.4550575, 3.3941795)"
69565,"(43.590338, -79.645729)"
69566,
69568,"(15.0283014, 120.6938038)"
69570,"(40.0757384, -74.4041622)"
69571,"(49.2364011, 6.9961211)"
69572,"(44.230687, -76.481323)"
69573,"(50.8465573, 4.351697)"
69574,"(43.7283874, -79.34914879325001)"
69575,"(26.0112014, -80.1494901)"
69578,"(28.6517178, 77.2219388)"
69580,"(43.8070754, 11.2946158)"
69581,"(50.8465573, 4.351697)"
69582,"(27.708317, 85.3205817)"
69584,"(25.0659637, 55.1713403)"
69585,
69586,
69587,"(25.0375198, 121.5636796)"
69590,"(38.2677554, 140.8691498)"
69591,"(5.5600141, -0.2057437)"
69592,"(5.5600141, -0.2057437)"
69593,"(33.6629825, -95.2662526)"
69594,"(7.5554942, 80.7137847)"
69596,"(55.6867243, 12.5700724)"
69597,"(38.2331873, -78.369175)"
69598,"(41.000028, 19.9999619)"
69599,"(51.5073219, -0.1276474)"
69600,"(43.8070754, 11.2946158)"
69601,"(31.4220558, 73.0923253)"
69602,"(41.3828939, 2.1774322)"
69605,"(50.6402809, 4.6667145)"
69609,"(22.3511148, 78.6677428)"
69610,"(19.00573, 72.83876464947842)"
69613,"(39.7837304, -100.4458825)"
69614,"(55.7746222, 37.6326806)"
69615,"(39.7837304, -100.4458825)"
69616,"(-32.2171831, 26.6386401)"
69617,"(42.3315509, -83.0466403)"
69618,
69619,"(55.62517015, 12.081721710792847)"
69620,"(50.938361, 6.959974)"
69621,"(52.865196, -7.9794599)"
69623,"(51.5073219, -0.1276474)"
69624,"(40.7127281, -74.0060152)"
69625,"(35.1172406, -89.9132695)"
69626,"(52.2370231, -0.4686149)"
69627,"(25.1446897, 67.1847767315734)"
69629,"(41.000028, 19.9999619)"
69630,
69631,"(18.521428, 73.8544541)"
69634,"(40.7127281, -74.0060152)"
69635,"(48.8566969, 2.3514616)"
69636,"(17.38878595, 78.46106473453146)"
69637,"(27.9477595, -82.458444)"
69638,"(27.7567667, -81.4639835)"
69639,"(35.4495097, -97.3967025)"
69640,"(-21.3013376, 55.4980364)"
69641,"(43.7159395, 10.4018624)"
69642,
69643,"(51.5073219, -0.1276474)"
69644,"(41.8755616, -87.6244212)"
69645,"(8.0300284, -1.0800271)"
69647,"(18.9387711, 72.8353355)"
69649,
69650,"(39.9527237, -75.1635262)"
69651,"(28.6141793, 77.2022662)"
69654,"(14.5203896, 75.7223521)"
69656,"(41.2428742, -73.2006687)"
69657,
69658,"(39.7837304, -100.4458825)"
69659,"(40.7127281, -74.0060152)"
69660,"(22.7203616, 75.8681996)"
69661,"(51.44770365, 5.966069282055592)"
69662,"(17.38878595, 78.46106473453146)"
69663,"(31.8160381, -99.5120986)"
69664,"(38.7604815, -92.5617875)"
69665,"(29.7589382, -95.3676974)"
69667,"(38.7251776, -105.6077167)"
69668,"(10.9094334, 78.3665347)"
69670,"(39.4142186, -77.4109269)"
69674,"(38.7251776, -105.6077167)"
69676,"(40.4167047, -3.7035825)"
69677,"(4.7676576, 7.0188527)"
69678,"(53.5120412, -2.2434612)"
69679,"(-33.929595, 150.8568809)"
69680,"(46.9599823, 22.0541733)"
69681,"(13.0801721, 80.2838331)"
69682,"(32.4490141, -81.7832912)"
69683,
69684,"(51.1371483, 0.2673446)"
69685,
69686,"(28.6517178, 77.2219388)"
69687,"(52.7954791, -0.5402402866174321)"
69688,"(18.9387711, 72.8353355)"
69690,"(32.4490141, -81.7832912)"
69692,"(33.6874388, -80.4363743)"
69695,"(38.7251776, -105.6077167)"
69696,"(42.2679888, 42.7069095)"
69697,"(39.9597213, -75.6059638)"
69698,"(25.2856329, 51.5264162)"
69699,"(5.698692149999999, 0.04035107031393203)"
69700,"(42.1894382, -73.2245463)"
69702,"(41.1000764, -81.9382517)"
69703,
69704,"(39.5839716, -80.0375691)"
69705,"(31.8160381, -99.5120986)"
69706,"(42.3750997, -71.1056157)"
69708,"(40.8466508, -73.8785937)"
69711,"(41.8463811, -111.8351023)"
69712,
69715,
69716,"(63.2467777, 25.9209164)"
69718,"(39.7837304, -100.4458825)"
69719,
69721,"(46.234953, -63.132935)"
69722,
69723,"(40.9699889, -77.7278831)"
69724,"(43.466874, -80.524635)"
69727,"(12.3051828, 76.6553609)"
69728,"(2.0425046, 102.5658852)"
69729,
69731,"(35.6729639, -79.0392919)"
69732,"(39.4862777, -75.0254256)"
69733,"(17.38878595, 78.46106473453146)"
69734,"(39.7837304, -100.4458825)"
69736,
69737,"(39.7837304, -100.4458825)"
69738,
69739,"(31.5656079, 74.3141775)"
69741,
69742,"(-1.2832533, 36.8172449)"
69744,"(39.7837304, -100.4458825)"
69745,"(14.5906216, 120.9799696)"
69746,"(25.0659637, 55.1713403)"
69747,"(13.0801721, 80.2838331)"
69748,
69749,"(41.4776121, -91.1210053)"
69753,"(26.0112014, -80.1494901)"
69755,"(41.6500201, -72.7342163)"
69756,"(23.0216238, 72.5797068)"
69759,"(42.5584284, -70.8800491)"
69763,"(57.363045, -6.301979224806201)"
69764,"(52.65912015, 0.5257113215328848)"
69765,"(41.000028, 19.9999619)"
69766,"(53.824548300000004, -3.037319995021968)"
69767,"(34.2331373, -102.4107493)"
69768,"(38.4147331, 27.1434119)"
69769,"(45.9896587, -94.6113288)"
69771,"(35.90503535, -79.04775326525107)"
69772,"(40.7127281, -74.0060152)"
69774,
69776,"(41.8755616, -87.6244212)"
69778,"(42.6511674, -73.754968)"
69779,"(41.0096334, 28.9651646)"
69780,"(52.7954791, -0.5402402866174321)"
69781,"(41.000028, 19.9999619)"
69782,"(39.7837304, -100.4458825)"
69785,"(25.6242618, 42.3528328)"
69786,"(43.6166163, -116.200886)"
69787,"(43.6166163, -116.200886)"
69789,"(33.8750629, 35.843409)"
69790,
69791,"(61.0666922, -107.9917071)"
69792,"(-1.2832533, 36.8172449)"
69794,"(61.0666922, -107.9917071)"
69795,"(36.4275477, -86.8047199)"
69797,"(29.7589382, -95.3676974)"
69798,"(28.6141793, 77.2022662)"
69799,"(-34.6100737, -58.4977923)"
69802,"(17.38878595, 78.46106473453146)"
69803,"(32.535699, -85.48677785023041)"
69804,"(14.5906216, 120.9799696)"
69805,"(40.9115386, -73.7826363)"
69807,"(41.8755616, -87.6244212)"
69808,"(33.7490987, -84.3901849)"
69811,"(28.42826235, 77.00270014657752)"
69813,"(41.8755616, -87.6244212)"
69814,"(39.100105, -94.5781416)"
69815,"(39.7837304, -100.4458825)"
69816,
69817,
69818,"(14.5203896, 75.7223521)"
69819,"(22.7203616, 75.8681996)"
69820,"(52.24788875, 21.015280677287265)"
69822,"(28.6141793, 77.2022662)"
69824,
69825,"(38.9953683, 21.9877132)"
69826,"(43.67910515, -79.49118414007154)"
69827,"(34.9854275, -80.5495112)"
69829,"(42.8142432, -73.9395687)"
69832,
69833,"(26.02269675, 83.02887343114848)"
69834,"(38.8903961, -77.0841585)"
69836,"(18.9387711, 72.8353355)"
69837,"(40.2662083, -3.5361748)"
69838,"(21.304547, -157.8556764)"
69840,"(45.5172971, -73.578817)"
69842,
69843,"(6.4550575, 3.3941795)"
69844,"(-26.205, 28.049722)"
69845,"(28.6517178, 77.2219388)"
69846,"(39.100105, -94.5781416)"
69848,
69849,
69850,"(51.5073219, -0.1276474)"
69851,"(28.6141793, 77.2022662)"
69853,"(-45.640444200000005, 170.22886435616437)"
69854,"(40.7896239, -73.9598939)"
69856,"(40.9699889, -77.7278831)"
69857,"(29.9499323, -90.0701156)"
69858,"(-33.928992, 18.417396)"
69859,"(34.2331373, -102.4107493)"
69860,"(53.4794892, -2.2451148)"
69862,"(4.7064352, 73.3287853)"
69863,"(40.7127281, -74.0060152)"
69865,"(28.6141793, 77.2022662)"
69866,"(34.0536909, -118.2427666)"
69868,
69869,"(43.6534817, -79.3839347)"
69871,"(45.4668, 9.1905)"
69872,"(28.2001159, 77.62523038858208)"
69873,"(32.753177, -97.3327459)"
69874,
69875,"(31.69764, -92.134714)"
69876,
69877,"(25.1047591, 121.5235231)"
69878,"(36.1622296, -86.7743531)"
69879,"(41.8755616, -87.6244212)"
69880,"(52.2928116, -3.73893)"
69882,"(16.3471243, 47.8915271)"
69883,
69884,"(33.6874388, -80.4363743)"
69885,"(32.9016393, -93.7047546)"
69886,"(28.6141793, 77.2022662)"
69887,"(51.5073219, -0.1276474)"
69888,"(39.3624833, 22.9401864)"
69889,
69891,"(38.9953683, 21.9877132)"
69894,"(22.54541245, 88.3567751581234)"
69896,"(23.8307345, 120.9712882)"
69897,"(38.983290499999995, -74.81267393178035)"
69898,"(34.0536909, -118.2427666)"
69899,"(41.000028, 19.9999619)"
69900,"(39.9527237, -75.1635262)"
69902,
69903,"(12.8831063, 77.7501677)"
69904,"(29.910205, -90.0325709)"
69906,"(26.8381, 80.9346001)"
69908,"(42.24253, -83.6171426940706)"
69909,
69910,
69911,"(35.2270869, -80.8431268)"
69913,
69914,"(28.6141793, 77.2022662)"
69915,
69917,"(18.521428, 73.8544541)"
69918,
69919,"(-37.8142176, 144.9631608)"
69920,"(38.378678, -85.6455176)"
69921,"(32.9016393, -93.7047546)"
69922,
69923,"(34.5708167, -105.993007)"
69926,"(47.7981346, 13.0464806)"
69927,"(39.7837304, -100.4458825)"
69928,
69929,"(-32.1705933, -64.0971628)"
69931,"(16.3471243, 47.8915271)"
69932,"(25.1446897, 67.1847767315734)"
69933,
69934,"(39.7837304, -100.4458825)"
69935,
69939,"(33.7490987, -84.3901849)"
69940,"(33.4709714, -81.9748429)"
69941,"(11.0018115, 76.9628425)"
69942,"(18.9387711, 72.8353355)"
69943,"(39.9527237, -75.1635262)"
69944,"(41.5866851, -72.0207809)"
69945,"(41.000028, 19.9999619)"
69947,"(51.4923137, -0.263818)"
69948,"(56.69139945, 16.355065599504186)"
69949,"(52.4766308, 1.7537638)"
69950,"(12.9791198, 77.5912997)"
69951,"(37.1677128, -94.8464256)"
69952,"(19.13025205, 72.8213774957082)"
69953,"(34.0536909, -118.2427666)"
69954,"(12.7503486, 122.7312101)"
69955,"(22.3511148, 78.6677428)"
69956,
69957,"(34.0536909, -118.2427666)"
69958,"(29.2733964, 47.4979476)"
69959,"(18.9387711, 72.8353355)"
69962,"(28.6598088, 77.156957)"
69963,"(41.0096334, 28.9651646)"
69964,"(52.666667, 1.0)"
69966,"(18.521428, 73.8544541)"
69968,"(25.6242618, 42.3528328)"
69970,"(-18.1239696, 179.0122737)"
69972,"(42.3788774, -72.032366)"
69973,"(11.0018115, 76.9628425)"
69974,"(16.5995459, 94.9296927)"
69975,"(29.2854132, -81.0557921)"
69976,"(12.7503486, 122.7312101)"
69977,"(42.9956397, -71.4547891)"
69978,"(40.6652251, -74.3045277)"
69979,"(34.0536909, -118.2427666)"
69981,"(-26.205, 28.049722)"
69984,"(52.5170365, 13.3888599)"
69985,"(40.7127281, -74.0060152)"
69986,
69989,"(40.7127281, -74.0060152)"
69992,"(53.494221249999995, -6.22498020932367)"
69993,"(19.4326296, -99.1331785)"
69994,"(39.7837304, -100.4458825)"
69995,
69996,"(33.6938118, 73.0651511)"
69998,"(37.0646248, -7.811203869717344)"
69999,
70000,"(46.9418242, -82.6627088)"
70001,"(42.3370414, -71.2092214)"
70002,"(18.9387711, 72.8353355)"
70003,"(40.0757384, -74.4041622)"
70004,"(8.0300284, -1.0800271)"
70006,"(22.3511148, 78.6677428)"
70007,"(37.1232245, -78.4927721)"
70008,"(5.698692149999999, 0.04035107031393203)"
70010,"(42.3315509, -83.0466403)"
70011,"(42.8867166, -78.8783922)"
70012,
70013,"(42.4792618, -71.1522766)"
70014,
70015,"(52.865196, -7.9794599)"
70017,"(45.5202471, -122.6741949)"
70020,"(42.4084302, -71.0119948)"
70021,"(53.5120412, -2.2434612)"
70022,"(25.7742658, -80.1936589)"
70023,"(40.4416941, -79.9900861)"
70024,"(40.7787016, -80.7648602)"
70026,"(9.9261153, 78.1140983)"
70027,"(33.6938118, 73.0651511)"
70028,"(28.6141793, 77.2022662)"
70029,"(25.7742658, -80.1936589)"
70031,"(50.000678, -86.000977)"
70032,"(38.2910251, -121.31106)"
70033,"(33.1626194, -96.9375051)"
70035,
70036,
70037,"(32.3293809, -83.1137366)"
70038,"(50.000678, -86.000977)"
70039,"(-6.2349858, 106.9945444)"
70040,"(10.3095549, 123.8931107)"
70042,
70045,"(-6.8891904, 107.6404716)"
70046,"(48.332833050000005, 10.039082513905473)"
70047,
70048,"(54.13453275, -1.498628491239545)"
70050,"(36.601468, -6.2381494)"
70052,"(40.2253569, -82.6881395)"
70054,"(27.1713925, -80.28422171034893)"
70055,"(32.7762719, -96.7968559)"
70057,"(52.796575149999995, -0.671822256833873)"
70058,"(53.5437641, 10.0099133)"
70059,"(38.7251776, -105.6077167)"
70061,"(31.5656079, 74.3141775)"
70062,"(54.8948478, -2.9362311)"
70063,"(28.6141793, 77.2022662)"
70064,"(35.7730076, -86.2820081)"
70067,"(28.6141793, 77.2022662)"
70068,
70069,"(30.9293211, 75.5004841)"
70070,"(23.0616704, 72.6721767)"
70071,"(39.9527237, -75.1635262)"
70072,"(13.0801721, 80.2838331)"
70074,"(39.7837304, -100.4458825)"
70075,"(47.6038321, -122.3300624)"
70076,"(41.2428742, -73.2006687)"
70077,"(18.9387711, 72.8353355)"
70078,"(28.42826235, 77.00270014657752)"
70079,"(42.2625932, -71.8022934)"
70080,"(8.0300284, -1.0800271)"
70081,"(-33.8548157, 151.2164539)"
70082,"(28.6517178, 77.2219388)"
70084,"(32.3293809, -83.1137366)"
70089,"(40.9699889, -77.7278831)"
70090,"(34.0709576, -84.2747329)"
70092,
70093,"(32.7762719, -96.7968559)"
70094,"(-2.4833826, 117.8902853)"
70095,"(38.8949855, -77.0365708)"
70096,"(18.9387711, 72.8353355)"
70097,"(45.429961649999996, 10.981470693236478)"
70099,"(27.080492, -80.13991799627857)"
70100,"(9.6000359, 7.9999721)"
70101,"(48.0117017, -4.489855009336425)"
70102,
70103,"(51.3836, -116.2214)"
70104,"(36.1672559, -115.1485163)"
70105,"(5.5600141, -0.2057437)"
70107,
70109,"(-26.205, 28.049722)"
70110,"(-2.4833826, 117.8902853)"
70113,"(38.7251776, -105.6077167)"
70114,"(45.279106, -92.9851629)"
70115,"(39.7837304, -100.4458825)"
70117,"(40.7127281, -74.0060152)"
70118,
70120,"(23.0216238, 72.5797068)"
70122,"(28.6517178, 77.2219388)"
70123,"(33.7490987, -84.3901849)"
70125,"(40.6501038, -73.9495823)"
70126,"(37.6922361, -97.3375448)"
70127,"(39.7837304, -100.4458825)"
70128,"(52.7954791, -0.5402402866174321)"
70130,"(26.1223084, -80.1433786)"
70131,"(22.54541245, 88.3567751581234)"
70133,
70134,"(51.5073219, -0.1276474)"
70135,"(51.6053828, 0.5466073)"
70136,"(32.7762719, -96.7968559)"
70137,"(45.4668, 9.1905)"
70138,"(34.0536909, -118.2427666)"
70140,
70141,"(55.9533456, -3.1883749)"
70142,
70144,"(18.9387711, 72.8353355)"
70145,"(18.9387711, 72.8353355)"
70148,"(26.8105777, 73.7684549)"
70149,"(32.5369356, -93.6952689)"
70151,"(41.000028, 19.9999619)"
70153,"(40.7127281, -74.0060152)"
70154,
70155,"(38.8949855, -77.0365708)"
70156,"(39.2275658, -83.2704663)"
70158,"(22.3051991, 70.8028335)"
70159,"(39.100105, -94.5781416)"
70160,"(42.3315509, -83.0466403)"
70161,"(45.022172, 4.3221548)"
70163,"(48.6861529, 6.1715014)"
70164,
70165,
70166,
70167,"(5.5600141, -0.2057437)"
70168,"(12.7503486, 122.7312101)"
70173,"(39.7837304, -100.4458825)"
70174,"(39.7837304, -100.4458825)"
70175,"(6.5310848, 38.712224)"
70176,"(39.100105, -94.5781416)"
70177,
70178,"(17.38878595, 78.46106473453146)"
70179,
70180,"(40.5117699, -88.9944815)"
70181,"(51.275367599999996, 1.0922508245061544)"
70183,"(28.6141793, 77.2022662)"
70184,"(46.6228162, 14.3079604)"
70185,
70187,"(29.4246002, -98.4951405)"
70188,"(43.6211955, -84.6824346)"
70189,
70190,"(-0.21059, -78.846222)"
70191,"(18.9387711, 72.8353355)"
70192,"(19.1943294, 72.9701779)"
70193,
70195,"(36.5565161, 44.3497809)"
70196,"(39.100105, -94.5781416)"
70199,"(22.3511148, 78.6677428)"
70200,
70201,"(52.7954791, -0.5402402866174321)"
70204,"(22.3511148, 78.6677428)"
70205,"(19.1943294, 72.9701779)"
70207,"(37.1232245, -78.4927721)"
70208,"(38.8949855, -77.0365708)"
70209,"(40.7127281, -74.0060152)"
70210,"(40.7127281, -74.0060152)"
70211,"(39.100105, -94.5781416)"
70213,"(35.2048405, 126.8975902)"
70214,"(-0.2802724, 36.0712048)"
70215,"(20.0171109, 103.378253)"
70217,"(8.756745200000001, 78.07975266019861)"
70218,"(39.9788017, -86.1189257)"
70219,"(26.9681123, -80.1286542)"
70220,"(41.4819932, -81.7981908)"
70222,"(51.9228958, 4.4631727)"
70223,"(39.100105, -94.5781416)"
70224,"(-1.2832533, 36.8172449)"
70225,
70229,"(22.7203616, 75.8681996)"
70232,"(52.7954791, -0.5402402866174321)"
70233,"(13.0801721, 80.2838331)"
70234,"(31.5656079, 74.3141775)"
70235,"(40.7127281, -74.0060152)"
70236,"(8.756745200000001, 78.07975266019861)"
70237,"(39.100105, -94.5781416)"
70238,
70239,"(34.0536909, -118.2427666)"
70240,"(43.6534817, -79.3839347)"
70241,"(43.5009176, -70.4428286)"
70242,"(45.3842702, -73.995482)"
70243,"(-6.2349858, 106.9945444)"
70244,"(45.4371908, 12.3345898)"
70245,"(53.5120412, -2.2434612)"
70246,"(5.5600141, -0.2057437)"
70247,"(6.4296012, 3.4172646)"
70248,"(33.6038766, 73.048136)"
70249,"(41.8755616, -87.6244212)"
70250,"(53.4794892, -2.2451148)"
70251,"(31.0, 72.0)"
70253,"(42.3315509, -83.0466403)"
70254,"(19.877263, 75.3390241)"
70255,"(51.5073219, -0.1276474)"
70256,
70257,"(39.3262345, -4.8380649)"
70259,"(51.5073219, -0.1276474)"
70261,"(40.7127281, -74.0060152)"
70263,"(29.7589382, -95.3676974)"
70264,"(40.0757384, -74.4041622)"
70267,"(51.324162, -1.9032486699002247)"
70268,"(17.38878595, 78.46106473453146)"
70270,"(53.2541359, 6.1455575)"
70271,"(25.7742658, -80.1936589)"
70272,"(39.8158066, 46.7520879)"
70273,"(28.6517178, 77.2219388)"
70274,"(13.0801721, 80.2838331)"
70276,
70277,"(39.7837304, -100.4458825)"
70279,"(21.1218598, -101.6825081)"
70280,"(12.7503486, 122.7312101)"
70282,
70283,"(41.3828939, 2.1774322)"
70284,
70286,"(45.022172, 4.3221548)"
70287,"(39.7837304, -100.4458825)"
70288,"(22.3511148, 78.6677428)"
70289,
70290,"(13.418613950000001, 79.5329474106502)"
70292,"(12.9791198, 77.5912997)"
70294,"(28.6141793, 77.2022662)"
70295,"(37.587794, 14.155048)"
70296,"(30.3308401, 71.247499)"
70297,
70298,"(51.5073219, -0.1276474)"
70299,"(28.6141793, 77.2022662)"
70300,"(22.3511148, 78.6677428)"
70301,"(22.7203616, 75.8681996)"
70302,"(17.38878595, 78.46106473453146)"
70303,"(33.8750629, 35.843409)"
70304,"(40.8466508, -73.8785937)"
70305,"(52.865196, -7.9794599)"
70306,"(-6.28381815, 106.80486349194814)"
70307,"(47.6038321, -122.3300624)"
70309,"(50.0874654, 14.4212535)"
70310,"(-28.8166236, 24.991639)"
70311,"(42.3602534, -71.0582912)"
70313,"(54.7023545, -3.2765753)"
70314,"(40.7644228, -73.9923918)"
70315,"(22.3511148, 78.6677428)"
70316,"(51.5073219, -0.1276474)"
70317,"(12.9791198, 77.5912997)"
70318,"(36.7014631, -118.7559974)"
70319,"(22.3511148, 78.6677428)"
70320,"(47.6144219, -122.1923372)"
70321,
70322,"(37.9167017, -92.9504661)"
70324,"(38.8838856, -94.81887)"
70325,"(51.5073219, -0.1276474)"
70327,
70328,"(28.6141793, 77.2022662)"
70329,"(11.9398285, 79.4945645)"
70330,"(40.7127281, -74.0060152)"
70331,"(33.669800550000005, 75.01480232217389)"
70332,"(-28.5471732, 150.3073801)"
70333,"(-37.8142176, 144.9631608)"
70334,"(54.7023545, -3.2765753)"
70335,"(54.1349419, -0.7965915)"
70336,"(12.9791198, 77.5912997)"
70338,"(51.0834196, 10.4234469)"
70339,"(6.4550575, 3.3941795)"
70340,"(-33.8589452, 151.2155998)"
70341,"(39.7837304, -100.4458825)"
70342,"(31.0, 72.0)"
70345,"(41.033681, -76.8736806)"
70346,"(33.4484367, -112.0741417)"
70347,"(40.0757384, -74.4041622)"
70348,"(36.7014631, -118.7559974)"
70350,"(5.4561759, 100.30586576867816)"
70354,"(25.1446897, 67.1847767315734)"
70355,"(28.7162092, 77.1170743)"
70356,"(7.0644576, 125.6083647)"
70357,"(38.8949855, -77.0365708)"
70358,"(51.5073219, -0.1276474)"
70360,"(39.7837304, -100.4458825)"
70361,"(39.7837304, -100.4458825)"
70366,"(7.9366015, 98.3529292)"
70367,"(34.3281272, 74.47611863298505)"
70368,"(22.2823025, 114.15786063390414)"
70370,"(38.929435299999994, -121.09702377590622)"
70371,"(40.7127281, -74.0060152)"
70372,"(41.7962409, -71.5992372)"
70373,"(18.9387711, 72.8353355)"
70374,"(22.3511148, 78.6677428)"
70375,"(30.4459596, -91.18738)"
70381,"(40.7127281, -74.0060152)"
70382,"(1.357107, 103.8194992)"
70383,"(22.3511148, 78.6677428)"
70384,"(43.2961743, 5.3699525)"
70385,"(18.9387711, 72.8353355)"
70387,"(39.7683331, -86.1583502)"
70388,
70389,"(38.2542376, -85.759407)"
70390,"(54.7023545, -3.2765753)"
70391,"(51.5073219, -0.1276474)"
70392,"(51.464752700000005, -0.6519419295253869)"
70395,"(38.6920451, -75.4013315)"
70396,"(31.8160381, -99.5120986)"
70397,"(25.7742658, -80.1936589)"
70398,"(22.3511148, 78.6677428)"
70399,"(5.698692149999999, 0.04035107031393203)"
70400,"(22.3511148, 78.6677428)"
70401,"(26.916194, 75.820349)"
70402,"(22.3511148, 78.6677428)"
70403,"(52.215933, 19.134422)"
70406,"(22.3511148, 78.6677428)"
70410,"(39.7837304, -100.4458825)"
70412,
70413,
70419,
70421,"(40.7127281, -74.0060152)"
70424,"(39.100105, -94.5781416)"
70425,"(19.1878962, 72.8365955)"
70426,"(39.40051785, -9.0804786871297)"
70427,"(28.1956468, 76.6165179)"
70428,"(12.7503486, 122.7312101)"
70429,"(30.2711286, -97.7436995)"
70430,
70431,"(40.7127281, -74.0060152)"
70432,"(25.7904878, -80.1339527)"
70433,"(49.4238329, -54.2820247)"
70434,"(40.8871438, -74.0410865)"
70435,
70436,"(33.7490987, -84.3901849)"
70437,"(39.2891836, -77.859581)"
70438,
70439,"(39.9527237, -75.1635262)"
70441,"(51.5073219, -0.1276474)"
70442,"(25.7742658, -80.1936589)"
70444,"(33.7490987, -84.3901849)"
70445,"(40.806767, -74.1854226)"
70447,"(54.7023545, -3.2765753)"
70450,"(28.6141793, 77.2022662)"
70452,"(41.2428742, -73.2006687)"
70454,"(37.5697869, -85.2527381)"
70458,"(38.029306, -78.4766781)"
70459,
70460,"(42.7689141, -78.6177611)"
70461,"(5.6242019, -0.2276807)"
70462,"(31.1932768, 30.0540191)"
70464,"(6.5310848, 38.712224)"
70465,"(40.6501038, -73.9495823)"
70466,"(32.7876012, -79.9402728)"
70467,"(33.7490987, -84.3901849)"
70468,"(40.7127281, -74.0060152)"
70469,"(25.7742658, -80.1936589)"
70471,"(29.1760933, -80.9828323)"
70473,"(25.7904878, -80.1339527)"
70474,"(40.0757384, -74.4041622)"
70475,"(42.9836747, -81.2496068)"
70477,"(-31.9527121, 115.8604796)"
70479,"(25.7742658, -80.1936589)"
70480,"(40.7127281, -74.0060152)"
70482,"(40.7127281, -74.0060152)"
70484,"(22.3511148, 78.6677428)"
70485,
70486,"(32.747893, -96.4719289)"
70487,"(52.5050033, -1.964396123331272)"
70488,"(26.1223084, -80.1433786)"
70489,"(17.0088818, 54.0719236)"
70490,"(33.6874388, -80.4363743)"
70492,"(40.2253569, -82.6881395)"
70493,"(27.9185803, -82.447236)"
70494,"(42.240872, -83.2696509)"
70495,"(46.603354, 1.8883335)"
70496,"(18.9387711, 72.8353355)"
70497,"(54.7023545, -3.2765753)"
70499,"(-2.4833826, 117.8902853)"
70500,"(61.0666922, -107.9917071)"
70501,"(43.6211955, -84.6824346)"
70502,"(40.6501038, -73.9495823)"
70503,"(40.7127281, -74.0060152)"
70504,"(59.8970034, 10.966914823844895)"
70505,
70506,"(37.1232245, -78.4927721)"
70507,"(40.0757384, -74.4041622)"
70508,"(53.2744122, -9.0490632)"
70510,
70511,"(4.7064352, 73.3287853)"
70513,"(52.215933, 19.134422)"
70514,"(52.7954791, -0.5402402866174321)"
70515,
70516,"(53.5437641, 10.0099133)"
70517,"(6.9349969, 79.8538463)"
70518,"(42.3685658, -72.505714)"
70519,"(40.6501038, -73.9495823)"
70520,"(53.3497645, -6.2602732)"
70521,"(13.0801721, 80.2838331)"
70522,"(52.4760892, -71.8258668)"
70523,"(53.0996153, -2.4414627)"
70524,
70525,"(51.0834196, 10.4234469)"
70526,
70527,"(10.0375517, 105.7809605)"
70528,"(40.7127281, -74.0060152)"
70529,"(34.1014112, -84.5192192)"
70530,"(27.7567667, -81.4639835)"
70535,"(53.535411, -113.507996)"
70536,"(32.2731979, -86.0502371)"
70537,"(12.9791198, 77.5912997)"
70539,"(14.5568853, 121.023532)"
70540,"(44.5126379, -88.0125794)"
70541,"(33.2588817, -86.8295337)"
70542,"(-36.3789925, -60.3855889)"
70543,"(22.3511148, 78.6677428)"
70544,"(28.6141793, 77.2022662)"
70545,"(54.7023545, -3.2765753)"
70546,"(35.9603948, -83.9210261)"
70547,"(12.9791198, 77.5912997)"
70550,"(12.8698101, 74.8430082)"
70553,
70554,"(21.1498134, 79.0820556)"
70559,"(22.3511148, 78.6677428)"
70561,"(27.7567667, -81.4639835)"
70562,
70563,"(31.0, 72.0)"
70566,
70568,"(40.7127281, -74.0060152)"
70571,"(38.7251776, -105.6077167)"
70572,
70573,"(41.2587459, -95.9383758)"
70576,"(40.3764599, -79.1194757)"
70577,"(22.3511148, 78.6677428)"
70579,"(12.7503486, 122.7312101)"
70580,"(55.9094928, 37.7339358)"
70581,"(46.9599823, 22.0541733)"
70582,"(26.916194, 75.820349)"
70583,"(51.5073219, -0.1276474)"
70584,"(24.7736546, -78.0000547)"
70585,"(40.7127281, -74.0060152)"
70587,
70589,"(30.3308401, 71.247499)"
70591,
70592,"(-19.6481652, 134.1899847)"
70594,"(36.1672559, -115.1485163)"
70595,"(18.1152958, -77.1598454610168)"
