id,coordinates
1150,"(6.9349969, 79.8538463)"
1151,"(51.5910395, -0.1420768)"
1152,"(22.3511148, 78.6677428)"
1153,"(22.3511148, 78.6677428)"
1154,"(51.5073219, -0.1276474)"
1156,"(18.9387711, 72.8353355)"
1157,"(28.6141793, 77.2022662)"
1158,"(19.2716301, 73.23586552517415)"
1163,"(31.8160381, -99.5120986)"
1165,"(34.7451786, -87.6686733)"
1167,"(18.9387711, 72.8353355)"
1168,"(9.6000359, 7.9999721)"
1169,"(-2.4833826, 117.8902853)"
1171,"(52.5847651, -2.127567)"
1172,"(43.8222157, 17.6896937)"
1173,"(40.2663107, -76.8861122)"
1174,"(40.7127281, -74.0060152)"
1176,"(53.4794892, -2.2451148)"
1177,"(33.7490987, -84.3901849)"
1178,"(22.552702, 88.3511371)"
1180,
1181,"(40.7127281, -74.0060152)"
1182,
1183,"(19.0308262, 73.0198537)"
1184,"(22.3511148, 78.6677428)"
1185,"(51.0791335, 1.1794073)"
1187,
1190,"(22.2793278, 114.1628131)"
1191,"(22.3511148, 78.6677428)"
1192,"(45.4972159, -73.6103642)"
1193,"(41.6521342, -0.8809428)"
1194,"(33.7490987, -84.3901849)"
1195,"(45.813177, 15.977048)"
1196,"(27.1303344, 80.859666)"
1197,"(13.0801721, 80.2838331)"
1198,
1199,"(-33.928992, 18.417396)"
1201,
1202,"(22.3511148, 78.6677428)"
1203,
1204,"(45.4668, 9.1905)"
1205,"(18.9387711, 72.8353355)"
1206,"(12.7503486, 122.7312101)"
1207,"(51.5073219, -0.1276474)"
1208,
1210,"(42.7089493, -78.5780796)"
1211,"(26.916194, 75.820349)"
1213,
1214,"(12.9791198, 77.5912997)"
1215,"(22.321975799999997, 114.1646160366967)"
1217,"(59.743273900000005, 12.711520968966536)"
1218,"(41.3828939, 2.1774322)"
1219,"(8.6106977, 124.45400807901066)"
1221,"(51.5073219, -0.1276474)"
1222,"(49.18581545, -2.10199566622107)"
1226,"(38.7251776, -105.6077167)"
1227,"(53.48153335, -1.3810422066149592)"
1228,
1230,"(18.521428, 73.8544541)"
1231,"(-7.2600876, 112.746826056607)"
1232,"(54.7023545, -3.2765753)"
1234,
1235,"(22.3511148, 78.6677428)"
1236,"(14.2795538, 121.1235712)"
1239,"(32.7762719, -96.7968559)"
1240,"(31.9973662, -102.0779482)"
1243,"(50.8036831, -1.075614)"
1244,"(51.4120497, -0.0446615)"
1246,"(43.6534817, -79.3839347)"
1247,
1248,"(-35.26562945, 149.1305008240921)"
1250,"(61.0666922, -107.9917071)"
1251,"(45.4668, 9.1905)"
1252,
1253,
1254,
1256,"(18.4357733, -69.9699468)"
1258,
1259,"(27.6886419, -82.5723193)"
1260,"(39.3667057, -87.3216847)"
1261,"(26.4609135, 80.3217588)"
1263,"(34.2073196, -84.1401926)"
1264,"(44.4308975, -89.6884637)"
1265,"(51.8427385, 5.8634696)"
1266,
1268,"(39.5162234, -76.9382069)"
1269,
1270,"(39.9622601, -83.0007065)"
1271,"(13.0801721, 80.2838331)"
1272,"(12.7503486, 122.7312101)"
1274,"(32.7185614, 74.8580917)"
1276,"(18.9387711, 72.8353355)"
1277,"(3.1516964, 101.6942371)"
1278,"(28.6141793, 77.2022662)"
1279,"(54.7023545, -3.2765753)"
1280,"(51.0534234, -114.0625892)"
1281,"(51.2474823, 0.7105077)"
1282,"(22.321975799999997, 114.1646160366967)"
1283,"(35.1490215, -90.0516285)"
1284,"(18.9904059, 75.7542291)"
1285,"(25.7742658, -80.1936589)"
1286,"(38.8355605, -9.352225245746453)"
1287,"(51.5073219, -0.1276474)"
1290,"(18.9904059, 75.7542291)"
1291,"(22.54541245, 88.3567751581234)"
1292,"(41.6500201, -72.7342163)"
1294,"(51.0834196, 10.4234469)"
1296,
1298,"(45.421106, -75.690308)"
1299,"(40.7127281, -74.0060152)"
1301,"(16.5087586, 80.6185102)"
1302,"(22.54541245, 88.3567751581234)"
1304,"(39.7837304, -100.4458825)"
1305,"(51.5073219, -0.1276474)"
1306,"(11.369204400000001, 77.67662686841793)"
1307,"(51.0834196, 10.4234469)"
1308,"(-41.289636, 174.7757724)"
1309,"(55.6736271, -3.7780361)"
1310,"(38.0871747, -0.7228213)"
1313,"(49.4871968, 31.2718321)"
1314,"(52.3152187, 0.0170499)"
1315,"(51.5073219, -0.1276474)"
1317,"(33.7490987, -84.3901849)"
1318,"(54.7023545, -3.2765753)"
1320,"(31.9515694, 35.9239625)"
1322,"(4.7676576, 7.0188527)"
1323,"(48.6128117, 7.5948011)"
1324,"(11.369204400000001, 77.67662686841793)"
1325,
1326,"(39.9622601, -83.0007065)"
1327,"(26.4975414, 76.5333272)"
1328,"(10.7500084, -75.0000086)"
1329,"(52.7954791, -0.5402402866174321)"
1330,"(53.3497645, -6.2602732)"
1331,"(43.6211955, -84.6824346)"
1332,"(-2.4833826, 117.8902853)"
1333,
1334,"(39.7837304, -100.4458825)"
1335,"(10.7758439, 106.7017555)"
1337,"(-28.8166236, 24.991639)"
1338,"(-1.3397668, -79.3666965)"
1339,"(40.7127281, -74.0060152)"
1340,"(25.0659637, 55.1713403)"
1342,"(6.4550575, 3.3941795)"
1343,"(15.0781219, 120.9398068)"
1345,
1346,
1347,"(36.7014631, -118.7559974)"
1348,"(40.7127281, -74.0060152)"
1349,"(33.928231499999995, -117.5612436)"
1350,"(55.9470831, -4.924916)"
1351,"(46.603354, 1.8883335)"
1352,"(45.941692, 23.9019509)"
1353,
1354,
1355,"(34.3743351, -77.652197)"
1356,"(28.5421109, -81.3790304)"
1357,"(20.0171109, 103.378253)"
1359,
1361,"(17.38878595, 78.46106473453146)"
1362,"(24.6319692, 46.7150648)"
1364,"(9.0643305, 7.4892974)"
1365,"(52.7954791, -0.5402402866174321)"
1366,
1370,"(9.0643305, 7.4892974)"
1372,"(13.0801721, 80.2838331)"
1373,"(22.3511148, 78.6677428)"
1375,"(34.395342, -111.7632755)"
1376,"(-25.9363439, 28.0813105)"
1377,"(9.6000359, 7.9999721)"
1378,
1379,"(54.7023545, -3.2765753)"
1380,"(22.3511148, 78.6677428)"
1381,"(54.7023545, -3.2765753)"
1382,"(14.6331084, 121.0993541)"
1383,"(29.9499323, -90.0701156)"
1384,"(9.6000359, 7.9999721)"
1385,"(9.6000359, 7.9999721)"
1386,"(18.1152958, -77.1598454610168)"
1388,"(27.7567667, -81.4639835)"
1389,"(9.6000359, 7.9999721)"
1390,"(53.4794892, -2.2451148)"
1391,"(39.2908816, -76.610759)"
1393,"(31.55176955, -110.24532264844618)"
1394,"(64.6863136, 97.7453061)"
1395,
1396,"(22.3511148, 78.6677428)"
1397,"(25.3356491, 83.0076292)"
1398,"(41.8755616, -87.6244212)"
1399,"(40.8214894, -73.9876388)"
1400,
1401,"(29.4246002, -98.4951405)"
1403,"(39.9622601, -83.0007065)"
1404,"(33.7490987, -84.3901849)"
1405,"(21.2379469, 81.6336833)"
1406,"(43.157285, -77.615214)"
1408,"(6.2590874, 1.0365052)"
1410,
1411,"(48.8566969, 2.3514616)"
1413,"(43.157285, -77.615214)"
1414,"(24.9976297, -80.7270099)"
1415,
1416,"(28.5421109, -81.3790304)"
1417,"(54.7023545, -3.2765753)"
1418,"(59.2887526, 14.9114261)"
1419,"(59.6749712, 14.5208584)"
1420,"(13.0801721, 80.2838331)"
1421,"(18.9387711, 72.8353355)"
1422,"(44.9475726, -93.3569023)"
1424,"(40.0757384, -74.4041622)"
1425,"(22.3511148, 78.6677428)"
1426,"(39.2908816, -76.610759)"
1427,"(40.0757384, -74.4041622)"
1428,"(43.157285, -77.615214)"
1429,
1433,"(40.2253569, -82.6881395)"
1434,"(22.3511148, 78.6677428)"
1435,"(28.6141793, 77.2022662)"
1436,"(22.3511148, 78.6677428)"
1438,"(-37.788095299999995, 144.83260045)"
1440,"(40.0757384, -74.4041622)"
1441,"(40.6672357, -73.9067979)"
1443,"(14.3388259, 121.0841826)"
1444,"(41.8755616, -87.6244212)"
1445,"(40.0757384, -74.4041622)"
1446,"(51.5073219, -0.1276474)"
1447,"(49.5924838, 14.6752463)"
1448,"(37.5666791, 126.9782914)"
1450,"(38.6268039, -90.1994097)"
1452,
1453,"(40.0757384, -74.4041622)"
1454,"(-22.9110137, -43.2093727)"
1456,"(26.916194, 75.820349)"
1457,"(13.0801721, 80.2838331)"
1460,"(39.9527237, -75.1635262)"
1461,"(51.5073219, -0.1276474)"
1463,"(35.211383350000006, -101.86843231520024)"
1464,
1466,
1468,"(-51.6404112, -69.2210904)"
1469,
1470,
1471,"(19.64228445, 74.70103607472412)"
1474,"(17.38878595, 78.46106473453146)"
1475,"(43.6534817, -79.3839347)"
1476,"(26.9837265, 84.8530716)"
1477,"(28.2935785, -16.621447121144122)"
1478,"(49.8955367, -97.1384584)"
1481,"(52.7954791, -0.5402402866174321)"
1482,"(-37.9977225, -57.5482703)"
1483,"(25.0659637, 55.1713403)"
1484,"(39.9527237, -75.1635262)"
1485,"(12.9149413, 80.2508469)"
1486,"(31.8160381, -99.5120986)"
1487,"(28.6141793, 77.2022662)"
1488,"(53.3497645, -6.2602732)"
1489,"(41.5910641, -93.6037149)"
1490,"(43.0349931, -87.922497)"
1491,"(52.7954791, -0.5402402866174321)"
1492,"(44.5990718, -72.5002608)"
1494,"(22.5827776, 88.2856622)"
1495,"(37.2166779, -93.2920373)"
1496,
1498,"(41.394817, -73.4540111)"
1499,"(-29.861825, 31.009909)"
1500,"(55.9444972, -2.9534938)"
1501,"(39.7837304, -100.4458825)"
1502,"(13.0801721, 80.2838331)"
1505,"(53.2352625, -1.4305627)"
1507,"(6.8025766, -58.1628612)"
1510,
1512,
1516,"(19.4326296, -99.1331785)"
1517,"(50.7711984, 6.1824957)"
1518,"(-6.8891904, 107.6404716)"
1519,"(19.877263, 75.3390241)"
1521,"(31.8160381, -99.5120986)"
1523,"(26.916194, 75.820349)"
1524,"(51.5073219, -0.1276474)"
1525,"(53.4794892, -2.2451148)"
1526,
1527,"(18.9387711, 72.8353355)"
1528,"(30.4046551, -97.7315944)"
1531,"(39.9527237, -75.1635262)"
1532,"(41.090103, -73.97048465)"
1533,"(40.7127281, -74.0060152)"
1535,"(40.3270127, -86.1746933)"
1536,"(11.568271, 104.9224426)"
1537,
1538,"(30.2711286, -97.7436995)"
1539,"(52.7954791, -0.5402402866174321)"
1540,"(52.5302266, 13.3790751)"
1541,"(53.2352625, -1.4305627)"
1542,"(19.1840129, 72.8412155)"
1543,"(29.7589382, -95.3676974)"
1544,"(31.749684, -106.4831866)"
1549,"(-7.6977397, 112.4914199)"
1550,"(25.3356491, 83.0076292)"
1552,"(49.841952, 24.0315921)"
1553,"(26.916194, 75.820349)"
1554,"(22.3511148, 78.6677428)"
1556,"(33.4484367, -112.0741417)"
1557,"(1.4419683, 38.4313975)"
1560,"(22.3511148, 78.6677428)"
1561,"(35.1490215, -90.0516285)"
1562,"(51.0791335, 1.1794073)"
1563,"(-1.2832533, 36.8172449)"
1566,
1568,"(42.3602534, -71.0582912)"
1569,"(51.5073219, -0.1276474)"
1570,"(40.7127281, -74.0060152)"
1571,"(18.9387711, 72.8353355)"
1572,"(9.8696551, 78.08651236944388)"
1573,"(41.8755616, -87.6244212)"
1574,"(28.6141793, 77.2022662)"
1576,"(35.450909, 44.410333)"
1577,"(-1.2832533, 36.8172449)"
1578,"(51.5073219, -0.1276474)"
1579,"(40.85172235, -73.09921882199973)"
1580,"(17.9623969, -76.5186944)"
1583,"(42.2964859, -71.2925571)"
1584,"(-16.680882, -49.2532691)"
1586,"(14.3388259, 121.0841826)"
1587,"(26.2684609, 50.6537446)"
1591,"(53.4794892, -2.2451148)"
1592,"(13.5066394, 104.869423)"
1593,"(12.7503486, 122.7312101)"
1595,"(53.3497645, -6.2602732)"
1596,"(39.7837304, -100.4458825)"
1597,"(18.9387711, 72.8353355)"
1598,"(12.9791198, 77.5912997)"
1599,"(42.3370414, -71.2092214)"
1600,"(39.7837304, -100.4458825)"
1601,"(40.7896239, -73.9598939)"
1602,"(18.9387711, 72.8353355)"
1603,"(27.7567667, -81.4639835)"
1604,"(16.8259793, -88.7600927)"
1605,
1607,"(27.9477595, -82.458444)"
1610,"(18.4128033, -77.7002478)"
1611,"(-1.3397668, -79.3666965)"
1612,"(41.8755616, -87.6244212)"
1613,"(29.4246002, -98.4951405)"
1615,"(16.3131877, 121.1297478)"
1616,"(17.38878595, 78.46106473453146)"
1620,"(14.5906216, 120.9799696)"
1621,
1622,
1624,"(39.7837304, -100.4458825)"
1625,"(31.5313113, 34.8667654)"
1626,
1627,
1628,"(35.996653, -78.9018053)"
1631,
1635,"(34.7451786, -87.6686733)"
1636,
1637,"(51.5073219, -0.1276474)"
1638,"(40.9699889, -77.7278831)"
1640,
1641,"(13.0801721, 80.2838331)"
1644,
1645,"(14.8971921, 100.83273)"
1646,"(9.0643305, 7.4892974)"
1647,
1649,"(41.090103, -73.97048465)"
1651,"(39.1014537, -84.5124602)"
1653,"(27.7567667, -81.4639835)"
1654,
1655,"(-32.9272881, 151.7812534)"
1656,"(27.7567667, -81.4639835)"
1658,"(36.0998131, -80.2440518)"
1661,"(32.3293809, -83.1137366)"
1662,"(22.3511148, 78.6677428)"
1663,"(25.7742658, -80.1936589)"
1665,"(0.3177137, 32.5813539)"
1666,"(34.2331373, -102.4107493)"
1667,"(39.7837304, -100.4458825)"
1669,"(40.4416941, -79.9900861)"
1672,
1673,"(25.1446897, 67.1847767315734)"
1675,"(45.7578137, 4.8320114)"
1676,
1678,"(18.9387711, 72.8353355)"
1681,"(45.5643442, 17.0118954)"
1682,"(42.3315509, -83.0466403)"
1683,"(27.38171985, 33.672087012733876)"
1684,"(34.0536909, -118.2427666)"
1687,
1691,"(51.5073219, -0.1276474)"
1692,"(-24.4842187, -51.8148872)"
1694,"(-33.4247879, -70.51749760753927)"
1695,"(40.9699889, -77.7278831)"
1696,"(53.7974185, -1.5437941)"
1697,"(54.7023545, -3.2765753)"
1698,"(28.5726442, 77.3547609)"
1699,"(39.7837304, -100.4458825)"
1701,"(40.0149856, -105.2705456)"
1703,"(37.1232245, -78.4927721)"
1704,
1705,"(35.6828387, 139.7594549)"
1707,"(26.8381, 80.9346001)"
1709,"(-41.289636, 174.7757724)"
1710,"(29.9499323, -90.0701156)"
1712,
1713,"(54.7023545, -3.2765753)"
1714,"(52.9534193, -1.1496461)"
1715,"(26.1783623, 90.6226683)"
1716,"(29.0283213, -81.3031098)"
1718,"(39.6383092, 22.4160706)"
1719,"(40.9699889, -77.7278831)"
1721,"(39.2908816, -76.610759)"
1722,"(20.0171109, 103.378253)"
1723,"(51.107514, -2.9290497)"
1724,"(0.3177137, 32.5813539)"
1727,"(22.3511148, 78.6677428)"
1728,
1729,"(41.3828939, 2.1774322)"
1730,"(38.2542376, -85.759407)"
1732,"(43.4913945, -88.8717659962287)"
1733,
1734,"(26.1783623, 90.6226683)"
1735,"(-2.4833826, 117.8902853)"
1736,
1737,"(40.7390026, -73.93450171340703)"
1738,"(49.9545977, -6.3522296)"
1739,"(43.6534817, -79.3839347)"
1740,"(10.9094334, 78.3665347)"
1741,"(45.4668, 9.1905)"
1743,"(4.6427869, 35.906449)"
1745,"(41.2428742, -73.2006687)"
1746,"(43.157285, -77.615214)"
1748,"(22.7203616, 75.8681996)"
1750,"(34.8711497, -85.2902472)"
1751,"(49.0677708, 0.3138532)"
1752,"(55.8609825, -4.2488787)"
1753,"(59.9606739, 30.1586551)"
1755,"(52.4796992, -1.9026911)"
1758,"(51.5073219, -0.1276474)"
1759,"(44.9772995, -93.2654692)"
1760,
1761,"(22.3511148, 78.6677428)"
1762,
1763,"(49.0139234, -57.5986531)"
1765,"(-24.7881968, 31.0481746)"
1767,"(39.7837304, -100.4458825)"
1769,
1770,"(22.3511148, 78.6677428)"
1772,"(28.1083929, 84.0917139)"
1774,"(43.074761, -89.3837613)"
1776,
1777,
1780,"(51.49754145, -0.15425447707100592)"
1782,"(51.0493286, 13.7381437)"
1783,
1784,
1785,"(30.3308401, 71.247499)"
1786,
1787,"(17.1238205, 81.2959633)"
1788,"(36.7014631, -118.7559974)"
1790,
1791,"(33.7440023, -90.7248187)"
1794,"(25.1446897, 67.1847767315734)"
1795,"(31.1932768, 30.0540191)"
1796,"(42.9092297, -77.7063904)"
1797,"(41.0096334, 28.9651646)"
1798,"(18.9387711, 72.8353355)"
1799,"(6.9349969, 79.8538463)"
1800,"(16.484924499999998, 81.9307899658468)"
1801,"(34.0536909, -118.2427666)"
1802,"(28.6141793, 77.2022662)"
1804,"(51.6189557, -3.9499339)"
1805,
1807,"(35.751179, -86.9300023)"
1812,"(34.0536909, -118.2427666)"
1813,"(38.7071247, -121.2810611)"
1814,
1816,"(29.9499323, -90.0701156)"
1817,"(31.5656079, 74.3141775)"
1818,"(53.4794892, -2.2451148)"
1820,"(40.9210826, 14.5327402)"
1823,"(40.4416941, -79.9900861)"
1825,"(41.7370229, -99.5873816)"
1826,
1827,"(35.4729886, -97.5170536)"
1828,"(33.6938118, 73.0651511)"
1829,"(37.8573479, -75.9999366)"
1830,"(43.590338, -79.645729)"
1831,"(8.7365073, 76.7033782)"
1832,"(26.7164127, 88.4309916)"
1833,"(20.15, 78.35)"
1834,"(19.0308262, 73.0198537)"
1835,"(39.2908816, -76.610759)"
1837,"(30.3843674, 76.770421)"
1839,"(28.6141793, 77.2022662)"
1840,
1841,"(51.0834196, 10.4234469)"
1844,"(25.7742658, -80.1936589)"
1846,"(44.0580563, 6.0638506)"
1847,"(43.6534817, -79.3839347)"
1848,"(39.7045417, -77.3269307)"
1849,"(55.6867243, 12.5700724)"
1850,"(42.3788774, -72.032366)"
1852,"(34.729847, -86.5859011)"
1853,"(50.8465573, 4.351697)"
1854,
1855,
1856,"(-29.850896300000002, 27.538956984465045)"
1857,
1858,"(25.7742658, -80.1936589)"
1860,"(41.6500201, -72.7342163)"
1862,"(23.1608938, 79.9497702)"
1863,"(33.6938118, 73.0651511)"
1864,"(-8.5616156, 115.1712279)"
1865,"(18.9387711, 72.8353355)"
1867,"(45.3842702, -73.995482)"
1868,"(-37.8142176, 144.9631608)"
1869,"(40.7127281, -74.0060152)"
1871,"(23.2584857, 77.401989)"
1872,"(35.4729886, -97.5170536)"
1873,"(12.7503486, 122.7312101)"
1874,
1875,"(22.3511148, 78.6677428)"
1876,"(37.3034933, -89.5230357)"
1877,"(39.7837304, -100.4458825)"
1878,
1879,"(40.7127281, -74.0060152)"
1880,"(50.8220399, -0.1374061)"
1881,
1882,"(18.9387711, 72.8353355)"
1884,"(34.0747444, 74.8204443)"
1889,"(38.8949855, -77.0365708)"
1893,
1894,"(37.0920222, -84.6041084)"
1896,"(40.7127281, -74.0060152)"
1897,"(24.6319692, 46.7150648)"
1898,"(42.1013315, -83.1086458)"
1899,"(37.5726028, -85.1551411)"
1900,"(53.3497645, -6.2602732)"
1901,"(38.7604815, -92.5617875)"
1902,"(39.7837304, -100.4458825)"
1907,"(39.7837304, -100.4458825)"
1908,"(40.8512481, -72.5359869)"
1909,"(-26.205, 28.049722)"
1911,"(37.9946543, 23.79940251269328)"
1913,"(40.699782, -73.743279)"
1915,"(22.3511148, 78.6677428)"
1917,"(26.4073841, 93.2551303)"
1919,"(22.3511148, 78.6677428)"
1920,"(24.6319692, 46.7150648)"
1921,"(22.3511148, 78.6677428)"
1922,
1923,"(45.3842702, -73.995482)"
1924,"(53.3806626, -1.4702278)"
1926,"(41.6500201, -72.7342163)"
1927,"(37.485081, -97.24502856790883)"
1928,
1929,"(18.9387711, 72.8353355)"
1930,
1931,"(28.8638424, 78.80577833091104)"
1932,
1935,
1936,"(40.7127281, -74.0060152)"
1941,"(39.2908816, -76.610759)"
1942,"(27.7567667, -81.4639835)"
1943,"(-41.76092, 148.06297)"
1946,
1948,"(51.5073219, -0.1276474)"
1949,"(25.7742658, -80.1936589)"
1950,"(22.3511148, 78.6677428)"
1952,
1953,
1954,"(34.0536909, -118.2427666)"
1957,"(58.5959044, 23.21964608602439)"
1959,
1960,"(40.7127281, -74.0060152)"
1963,"(40.0757384, -74.4041622)"
1964,"(26.1223084, -80.1433786)"
1965,"(47.7598697, -122.2068288)"
1966,
1968,"(52.5170365, 13.3888599)"
1969,"(40.0757384, -74.4041622)"
1970,"(9.7394057, 77.2853013)"
1971,"(40.7127281, -74.0060152)"
1973,"(39.95607545, -75.16509824812826)"
1974,"(12.6089225, 102.1119839)"
1975,"(43.6211955, -84.6824346)"
1976,"(6.4550575, 3.3941795)"
1977,"(40.7127281, -74.0060152)"
1978,"(38.6268039, -90.1994097)"
1979,"(50.000678, -86.000977)"
1980,"(44.9772995, -93.2654692)"
1981,"(-2.4833826, 117.8902853)"
1982,
1983,"(35.7059114, -77.9175714)"
1984,"(46.603354, 1.8883335)"
1985,
1987,"(21.1864607, 72.8081281)"
1988,"(13.0801721, 80.2838331)"
1989,"(51.5073219, -0.1276474)"
1990,"(34.9823018, 33.1451285)"
1992,"(51.5073219, -0.1276474)"
1993,"(0.3177137, 32.5813539)"
1994,"(42.9259657, -89.3842779)"
1995,"(36.7014631, -118.7559974)"
1997,
1998,
1999,"(18.9387711, 72.8353355)"
2000,
2001,"(-0.2428667, -78.5099157)"
2002,"(0.3177137, 32.5813539)"
2004,"(54.7023545, -3.2765753)"
2007,
2008,"(0.365816, 32.529226)"
2011,"(38.9953683, 21.9877132)"
2012,"(13.2904027, 108.4265113)"
2013,"(39.7837304, -100.4458825)"
2014,"(40.0757384, -74.4041622)"
2017,"(12.7503486, 122.7312101)"
2018,"(35.2048883, -92.4479108)"
2019,"(39.9527237, -75.1635262)"
2020,"(12.7503486, 122.7312101)"
2021,"(59.3251172, 18.0710935)"
2022,"(64.6863136, 97.7453061)"
2023,"(40.41483, -74.2295891)"
2024,"(49.4871968, 31.2718321)"
2025,"(22.3511148, 78.6677428)"
2026,"(35.450909, 44.410333)"
2030,"(39.7837304, -100.4458825)"
2031,"(9.6000359, 7.9999721)"
2032,"(42.9092297, -77.7063904)"
2033,"(49.4871968, 31.2718321)"
2034,"(-31.7613365, -71.3187697)"
2036,"(14.6719732, 121.0977529)"
2038,"(12.8831063, 77.7501677)"
2039,"(-6.1539172, 106.8050298)"
2040,"(18.9387711, 72.8353355)"
2042,"(40.5117699, -88.9944815)"
2043,"(54.5964411, -5.9302761)"
2045,"(40.7127281, -74.0060152)"
2046,"(42.291707, -85.5872286)"
2047,"(39.7837304, -100.4458825)"
2051,"(40.7127281, -74.0060152)"
2053,"(51.5111014, -0.5940682)"
2054,"(34.1650604, -93.0658055)"
2055,"(55.8609825, -4.2488787)"
2056,"(14.5906216, 120.9799696)"
2057,"(32.535699, -85.48677785023041)"
2058,"(35.6729639, -79.0392919)"
2059,"(48.74177, 2.3533641716903766)"
2060,"(39.7837304, -100.4458825)"
2062,"(22.41540825, 72.03149703699282)"
2063,"(41.704567749999995, -86.23822026017265)"
2064,"(39.7683331, -86.1583502)"
2065,"(53.5120412, -2.2434612)"
2066,"(18.9387711, 72.8353355)"
2068,"(54.7023545, -3.2765753)"
2069,"(39.9622601, -83.0007065)"
2070,"(19.329205549999998, -89.9439148263377)"
2073,"(43.6534817, -79.3839347)"
2074,"(41.6500201, -72.7342163)"
2075,
2076,"(18.9387711, 72.8353355)"
2077,"(52.7395569, 1.0826808)"
2078,"(40.4416941, -79.9900861)"
2080,"(34.2073196, -84.1401926)"
2082,"(16.493924200000002, 121.1373779909537)"
2083,"(33.7490987, -84.3901849)"
2084,"(11.0018115, 76.9628425)"
2085,
2086,"(50.268277, -119.267578)"
2087,"(44.289944, -70.365372)"
2088,"(50.8220399, -0.1374061)"
2089,
2090,"(31.5656079, 74.3141775)"
2092,
2093,"(15.3480283, 76.1826257)"
2094,"(6.4550575, 3.3941795)"
2096,"(28.6141793, 77.2022662)"
2097,"(41.71377, 12.449090228832219)"
2098,"(43.6211955, -84.6824346)"
2099,"(22.41540825, 72.03149703699282)"
2100,"(13.0801721, 80.2838331)"
2101,"(60.1674098, 24.9425769)"
2102,"(34.2073196, -84.1401926)"
2103,
2104,"(-1.2832533, 36.8172449)"
2106,"(28.6517178, 77.2219388)"
2109,"(36.6865653, 118.2170799)"
2110,"(10.2457369, 123.8479342)"
2111,"(18.9387711, 72.8353355)"
2114,"(33.7490987, -84.3901849)"
2115,"(29.2117573, 78.9617306)"
2119,"(10.8677845, -60.9821067)"
2120,"(0.3177137, 32.5813539)"
2121,"(61.0666922, -107.9917071)"
2124,"(25.1446897, 67.1847767315734)"
2125,"(39.7837304, -100.4458825)"
2127,"(53.347583650000004, -6.227582452218235)"
2128,"(40.810748256436256, -81.49502178251342)"
2129,"(40.4525657, -81.6262347)"
2130,"(39.7837304, -100.4458825)"
2131,"(18.521428, 73.8544541)"
2133,"(61.0666922, -107.9917071)"
2134,"(52.5046782, 13.4490212)"
2135,"(31.8160381, -99.5120986)"
2137,"(34.2073196, -84.1401926)"
2138,"(18.9387711, 72.8353355)"
2139,"(30.3843674, 76.770421)"
2140,
2141,
2143,
2144,
2145,"(38.8949855, -77.0365708)"
2147,"(49.2608724, -123.1139529)"
2148,"(43.466874, -80.524635)"
2149,"(45.4972159, -73.6103642)"
2151,"(-31.7613365, -71.3187697)"
2152,"(28.5977707, -81.3510264)"
2155,
2156,"(51.389062, 0.5049347)"
2157,"(39.7837304, -100.4458825)"
2158,
2159,"(52.5001698, 5.7480821)"
2160,"(51.45149525, -0.9836342499365378)"
2162,"(43.6211955, -84.6824346)"
2163,
2165,"(41.8755616, -87.6244212)"
2166,
2167,"(37.6267868, -1.0006184)"
2169,"(51.5073219, -0.1276474)"
2170,"(38.8949855, -77.0365708)"
2171,"(18.9387711, 72.8353355)"
2172,"(39.7837304, -100.4458825)"
2173,"(40.6501038, -73.9495823)"
2174,"(31.8160381, -99.5120986)"
2175,"(39.9527237, -75.1635262)"
2176,"(32.7762719, -96.7968559)"
2178,"(40.2253569, -82.6881395)"
2179,"(32.3293809, -83.1137366)"
2181,"(51.0534234, -114.0625892)"
2184,"(33.6874388, -80.4363743)"
2185,"(18.9904059, 75.7542291)"
2187,"(53.1823034, -0.2031208542548153)"
